task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
388,Improve page load performance,Grace,QA,Low,Pending,2025-05-03,2025-05-08,10,,db,5,5,Saturday,1
389,Integrate payment gateway,Carol,UI/UX,Medium,Pending,2025-05-14,2025-05-18,9,,optimization,4,5,Wednesday,1
390,Optimize database queries,Hannah,UI/UX,Medium,Pending,2025-06-05,2025-06-15,15,,"frontend, integration",10,6,Thursday,1
391,Create marketing landing page,Bob,Mobile,Medium,Completed,2025-08-08,2025-08-15,6,1.0,"setup, alert, integration",7,8,Friday,0
392,Deploy application to staging,Carol,Backend,High,Pending,2025-07-16,2025-08-05,11,,"design, frontend, api",20,7,Wednesday,1
393,Analyze user activity data,Frank,Mobile,High,Completed,2025-09-02,2025-09-05,3,1.0,db,3,9,Tuesday,0
394,Setup CI/CD pipeline,Carol,Mobile,Medium,Pending,2025-05-12,2025-05-24,10,,"db, design, feedback",12,5,Monday,1
395,Setup CI/CD pipeline,David,Mobile,High,Pending,2025-06-29,2025-07-08,10,,"db, feedback, testing",9,6,Sunday,1
396,Deploy application to staging,Alice,UI/UX,Medium,Pending,2025-04-28,2025-05-10,16,,frontend,12,4,Monday,1
397,Design login page,Bob,Data,High,In Progress,2025-06-16,2025-07-03,6,,"feedback, deployment, db",17,6,Monday,1
398,Update mobile app UI,Bob,Mobile,Medium,In Progress,2025-08-15,2025-08-25,7,,db,10,8,Friday,1
399,Enhance security for API,David,Mobile,Medium,Completed,2025-06-22,2025-06-25,1,1.0,"dashboard, payment, backend",3,6,Sunday,0
400,Optimize database queries,Bob,Data,High,In Progress,2025-08-06,2025-08-25,13,,"db, design",19,8,Wednesday,1
401,Develop notification system,Carol,DevOps,Low,Pending,2025-09-27,2025-10-01,13,,"setup, optimization, testing",4,9,Saturday,1
402,Analyze user activity data,David,Frontend,Medium,Completed,2025-06-07,2025-06-09,2,2.0,deployment,2,6,Saturday,0
403,Write unit tests for backend,Frank,DevOps,High,Completed,2025-05-26,2025-06-09,10,1.0,"api, backend",14,5,Monday,0
404,Deploy application to staging,David,Frontend,Medium,In Progress,2025-05-26,2025-06-10,1,,api,15,5,Monday,1
405,Optimize database queries,Frank,QA,Medium,Pending,2025-07-26,2025-07-30,14,,"optimization, db, payment",4,7,Saturday,1
406,Integrate payment gateway,Frank,DevOps,Medium,In Progress,2025-05-21,2025-05-22,5,,backend,1,5,Wednesday,1
407,Create dashboard UI,Bob,Frontend,High,Pending,2025-05-31,2025-06-13,13,,integration,13,5,Saturday,1
408,Implement search functionality,Bob,QA,High,Pending,2025-05-21,2025-05-22,3,,"dashboard, deployment, backend",1,5,Wednesday,1
409,Enhance security for API,Carol,Backend,High,In Progress,2025-04-25,2025-05-12,4,,"payment, testing",17,4,Friday,1
410,Create dashboard UI,Eve,Mobile,Low,Pending,2025-07-27,2025-08-09,8,,"optimization, feedback, api",13,7,Sunday,1
411,Write unit tests for backend,Grace,DevOps,Medium,Pending,2025-06-03,2025-06-04,3,,alert,1,6,Tuesday,1
412,Deploy application to staging,Carol,QA,Low,In Progress,2025-04-18,2025-05-05,11,,testing,17,4,Friday,1
413,Integrate payment gateway,Hannah,Frontend,Medium,Pending,2025-09-24,2025-10-02,16,,"dashboard, design",8,9,Wednesday,1
414,Setup project database,Alice,Frontend,Medium,Completed,2025-09-02,2025-09-05,7,2.0,"alert, payment",3,9,Tuesday,0
415,Prepare deployment scripts,David,Mobile,High,Pending,2025-08-20,2025-08-26,16,,"frontend, alert, testing",6,8,Wednesday,1
416,Write unit tests for backend,Grace,DevOps,Medium,Completed,2025-07-05,2025-07-19,9,6.0,"design, dashboard, setup",14,7,Saturday,0
417,Create marketing landing page,Frank,DevOps,Low,Completed,2025-04-21,2025-05-09,11,3.0,"backend, setup, db",18,4,Monday,0
418,Develop notification system,Carol,Mobile,Medium,Completed,2025-08-07,2025-08-13,2,2.0,feedback,6,8,Thursday,0
419,Fix bug in login module,Carol,UI/UX,Medium,Pending,2025-08-04,2025-08-12,12,,"setup, testing",8,8,Monday,1
420,Enhance security for API,Bob,Backend,Medium,Pending,2025-10-01,2025-10-19,9,,"setup, backend, optimization",18,10,Wednesday,1
421,Create marketing landing page,Frank,Frontend,High,Pending,2025-06-29,2025-07-14,5,,"feedback, alert",15,6,Sunday,1
422,Update mobile app UI,Eve,UI/UX,Medium,Completed,2025-08-03,2025-08-10,10,8.0,design,7,8,Sunday,0
423,Update mobile app UI,Alice,Frontend,Medium,Pending,2025-04-27,2025-05-14,11,,"setup, backend, frontend",17,4,Sunday,1
424,Implement user authentication API,David,Mobile,Medium,In Progress,2025-07-01,2025-07-06,10,,setup,5,7,Tuesday,1
425,Setup project database,Bob,Data,Low,Pending,2025-08-08,2025-08-28,7,,"api, optimization",20,8,Friday,1
426,Update mobile app UI,Hannah,QA,High,Pending,2025-05-10,2025-05-27,7,,db,17,5,Saturday,1
427,Write unit tests for backend,Carol,UI/UX,Medium,In Progress,2025-09-11,2025-09-29,6,,backend,18,9,Thursday,1
428,Implement user authentication API,Eve,QA,Medium,In Progress,2025-05-28,2025-06-05,3,,integration,8,5,Wednesday,1
429,Integrate payment gateway,Frank,Frontend,Medium,In Progress,2025-04-15,2025-04-18,5,,"db, setup, frontend",3,4,Tuesday,1
430,Implement search functionality,Bob,DevOps,Medium,Completed,2025-08-03,2025-08-18,12,1.0,"testing, api",15,8,Sunday,0
431,Design login page,David,Backend,Low,In Progress,2025-07-02,2025-07-20,10,,db,18,7,Wednesday,1
432,Optimize database queries,Grace,Data,Medium,In Progress,2025-09-24,2025-10-08,16,,"dashboard, backend, db",14,9,Wednesday,1
433,Create marketing landing page,Carol,UI/UX,High,Pending,2025-04-16,2025-04-30,8,,"optimization, integration",14,4,Wednesday,1
434,Design login page,Alice,Frontend,Medium,Pending,2025-07-27,2025-08-07,6,,deployment,11,7,Sunday,1
435,Enhance security for API,Frank,Frontend,High,In Progress,2025-06-02,2025-06-16,15,,"backend, testing",14,6,Monday,1
436,Collect user feedback,Carol,QA,High,In Progress,2025-05-22,2025-06-10,15,,optimization,19,5,Thursday,1
437,Deploy application to staging,Eve,QA,Medium,Pending,2025-08-13,2025-08-25,10,,db,12,8,Wednesday,1
438,Setup project database,Frank,Backend,High,In Progress,2025-08-26,2025-09-11,12,,"dashboard, frontend",16,8,Tuesday,1
439,Integrate payment gateway,Bob,Data,Low,In Progress,2025-05-15,2025-05-21,16,,"backend, db",6,5,Thursday,1
440,Setup CI/CD pipeline,Hannah,DevOps,Medium,Pending,2025-06-11,2025-06-17,5,,optimization,6,6,Wednesday,1
441,Write unit tests for backend,Eve,Backend,Medium,Completed,2025-08-08,2025-08-12,5,1.0,db,4,8,Friday,0
442,Optimize database queries,Alice,Frontend,High,In Progress,2025-10-01,2025-10-19,16,,"dashboard, backend, deployment",18,10,Wednesday,1
443,Create dashboard UI,David,QA,Low,Completed,2025-04-15,2025-05-01,11,2.0,feedback,16,4,Tuesday,0
444,Collect user feedback,Carol,Data,Medium,Completed,2025-10-01,2025-10-04,5,1.0,alert,3,10,Wednesday,0
445,Design login page,Grace,Data,High,In Progress,2025-09-04,2025-09-15,9,,db,11,9,Thursday,1
446,Prepare deployment scripts,Alice,Frontend,Medium,In Progress,2025-09-27,2025-10-18,1,,"dashboard, integration, payment",21,9,Saturday,1
447,Implement user authentication API,Hannah,Data,High,Completed,2025-05-26,2025-06-11,11,9.0,payment,16,5,Monday,0
448,Implement user authentication API,David,Frontend,Low,Completed,2025-05-30,2025-06-20,12,1.0,"backend, api",21,5,Friday,0
449,Optimize database queries,Hannah,QA,Medium,In Progress,2025-05-16,2025-05-29,13,,deployment,13,5,Friday,1
450,Update mobile app UI,David,UI/UX,Low,Completed,2025-06-08,2025-06-13,1,1.0,"db, payment, feedback",5,6,Sunday,0
451,Improve page load performance,David,QA,Medium,Pending,2025-08-14,2025-08-16,16,,"feedback, api",2,8,Thursday,1
452,Fix bug in login module,Hannah,Data,Medium,Pending,2025-09-20,2025-09-28,4,,"deployment, integration, optimization",8,9,Saturday,1
453,Develop notification system,Eve,Mobile,Medium,Pending,2025-08-23,2025-08-28,5,,"integration, deployment",5,8,Saturday,1
454,Prepare deployment scripts,Alice,DevOps,Medium,Pending,2025-09-12,2025-10-03,5,,"alert, optimization",21,9,Friday,1
455,Analyze user activity data,Eve,UI/UX,Medium,In Progress,2025-05-28,2025-06-08,3,,"deployment, setup",11,5,Wednesday,1
456,Improve page load performance,Bob,Frontend,Medium,Pending,2025-10-03,2025-10-16,14,,"optimization, dashboard",13,10,Friday,1
457,Analyze user activity data,Bob,QA,Medium,In Progress,2025-08-21,2025-08-27,6,,feedback,6,8,Thursday,1
458,Develop notification system,Frank,QA,High,Completed,2025-08-30,2025-09-13,11,6.0,"alert, payment, design",14,8,Saturday,0
459,Improve page load performance,David,Frontend,Low,In Progress,2025-09-29,2025-10-06,5,,"design, setup",7,9,Monday,1
460,Conduct code review,Grace,DevOps,High,In Progress,2025-06-20,2025-07-08,8,,"design, dashboard, frontend",18,6,Friday,1
461,Implement search functionality,Grace,Mobile,Medium,In Progress,2025-06-15,2025-07-06,10,,optimization,21,6,Sunday,1
462,Prepare deployment scripts,Bob,Frontend,Low,In Progress,2025-08-22,2025-09-10,9,,"api, testing, deployment",19,8,Friday,1
463,Create dashboard UI,Grace,Backend,High,Pending,2025-07-01,2025-07-04,6,,"db, alert",3,7,Tuesday,1
464,Create dashboard UI,Frank,QA,High,In Progress,2025-09-25,2025-10-06,3,,"api, backend",11,9,Thursday,1
465,Create dashboard UI,Hannah,QA,Low,In Progress,2025-06-04,2025-06-06,9,,"optimization, backend, design",2,6,Wednesday,1
466,Collect user feedback,David,Mobile,Medium,Completed,2025-06-17,2025-06-23,7,5.0,"setup, design",6,6,Tuesday,0
467,Integrate payment gateway,Frank,UI/UX,Low,Pending,2025-08-29,2025-09-10,14,,"setup, feedback",12,8,Friday,1
468,Enhance security for API,David,Data,High,Pending,2025-05-06,2025-05-25,1,,"alert, payment, db",19,5,Tuesday,1
469,Write unit tests for backend,Bob,Backend,Low,Pending,2025-08-07,2025-08-16,16,,"design, setup",9,8,Thursday,1
470,Setup project database,Frank,Backend,Medium,Completed,2025-06-21,2025-06-26,13,3.0,setup,5,6,Saturday,0
471,Improve page load performance,Bob,UI/UX,Low,In Progress,2025-08-06,2025-08-13,7,,"optimization, feedback",7,8,Wednesday,1
472,Conduct code review,Grace,Mobile,Medium,Pending,2025-08-03,2025-08-18,12,,"db, integration",15,8,Sunday,1
473,Setup CI/CD pipeline,Frank,Data,Low,Pending,2025-06-19,2025-07-08,5,,"frontend, testing",19,6,Thursday,1
474,Integrate payment gateway,Alice,UI/UX,Medium,In Progress,2025-05-05,2025-05-11,4,,"frontend, integration, api",6,5,Monday,1
475,Update mobile app UI,David,Data,High,Pending,2025-06-23,2025-06-25,13,,"design, deployment, api",2,6,Monday,1
476,Implement search functionality,Grace,Frontend,High,Completed,2025-08-02,2025-08-09,13,13.0,"deployment, db, design",7,8,Saturday,0
477,Create marketing landing page,Grace,Mobile,Medium,Completed,2025-09-13,2025-09-18,9,8.0,"backend, frontend",5,9,Saturday,0
478,Update mobile app UI,Alice,UI/UX,Low,Pending,2025-07-29,2025-08-08,14,,"dashboard, optimization",10,7,Tuesday,1
479,Collect user feedback,Frank,Backend,High,In Progress,2025-10-02,2025-10-12,14,,"payment, deployment",10,10,Thursday,1
480,Integrate payment gateway,Bob,Backend,High,Pending,2025-06-01,2025-06-03,2,,"payment, testing",2,6,Sunday,1
481,Create marketing landing page,David,Data,High,Completed,2025-06-20,2025-07-02,9,2.0,"alert, integration, backend",12,6,Friday,0
482,Create dashboard UI,Carol,Data,High,Pending,2025-05-25,2025-05-31,13,,"db, optimization",6,5,Sunday,1
483,Create marketing landing page,Hannah,Backend,Medium,In Progress,2025-05-09,2025-05-26,5,,"setup, deployment",17,5,Friday,1
484,Implement search functionality,David,Backend,High,In Progress,2025-05-27,2025-06-13,15,,"testing, api, frontend",17,5,Tuesday,1
485,Optimize database queries,Eve,Frontend,Medium,Pending,2025-07-14,2025-07-15,15,,alert,1,7,Monday,1
486,Collect user feedback,Hannah,Data,Medium,Pending,2025-09-10,2025-09-26,15,,integration,16,9,Wednesday,1
487,Create marketing landing page,Eve,Backend,Low,Pending,2025-07-24,2025-08-04,15,,testing,11,7,Thursday,1
488,Conduct code review,Alice,Mobile,Medium,Pending,2025-10-09,2025-10-14,7,,"alert, integration",5,10,Thursday,1
489,Implement search functionality,Eve,Data,High,Pending,2025-08-07,2025-08-20,13,,"payment, db, feedback",13,8,Thursday,1
490,Improve page load performance,Eve,QA,Low,Completed,2025-08-27,2025-09-13,2,1.0,payment,17,8,Wednesday,0
491,Implement search functionality,Frank,Mobile,Medium,In Progress,2025-09-13,2025-09-30,7,,"feedback, design",17,9,Saturday,1
492,Enhance security for API,David,Mobile,High,In Progress,2025-05-27,2025-06-06,3,,payment,10,5,Tuesday,1
493,Create marketing landing page,David,Frontend,High,In Progress,2025-09-17,2025-10-01,12,,alert,14,9,Wednesday,1
494,Setup project database,Grace,Backend,High,In Progress,2025-04-26,2025-05-02,9,,"frontend, dashboard, alert",6,4,Saturday,1
495,Conduct code review,Frank,Data,High,Pending,2025-06-30,2025-07-20,14,,frontend,20,6,Monday,1
496,Analyze user activity data,Carol,Backend,Low,Pending,2025-06-30,2025-07-04,13,,"feedback, api, design",4,6,Monday,1
497,Analyze user activity data,Grace,UI/UX,Medium,In Progress,2025-06-26,2025-07-11,5,,"payment, dashboard, frontend",15,6,Thursday,1
498,Develop notification system,Frank,UI/UX,Low,Pending,2025-06-19,2025-06-27,5,,"integration, payment, deployment",8,6,Thursday,1
499,Optimize database queries,Hannah,Data,Medium,Pending,2025-09-03,2025-09-06,10,,testing,3,9,Wednesday,1
500,Deploy application to staging,Carol,UI/UX,Medium,In Progress,2025-05-28,2025-06-01,6,,setup,4,5,Wednesday,1
501,Update mobile app UI,David,UI/UX,Low,Completed,2025-10-05,2025-10-25,15,6.0,"integration, payment, db",20,10,Sunday,0
502,Optimize database queries,Eve,QA,Medium,Pending,2025-07-22,2025-08-01,4,,"backend, design, setup",10,7,Tuesday,1
503,Conduct code review,Frank,Backend,High,In Progress,2025-04-18,2025-05-04,1,,payment,16,4,Friday,1
504,Implement search functionality,Bob,UI/UX,Medium,In Progress,2025-08-01,2025-08-08,13,,alert,7,8,Friday,1
505,Collect user feedback,Carol,Frontend,Medium,In Progress,2025-05-16,2025-05-29,8,,setup,13,5,Friday,1
506,Write unit tests for backend,David,QA,Low,In Progress,2025-07-18,2025-07-31,5,,"db, frontend",13,7,Friday,1
507,Update mobile app UI,Hannah,UI/UX,Medium,In Progress,2025-10-01,2025-10-16,14,,"payment, feedback, testing",15,10,Wednesday,1
508,Write unit tests for backend,Grace,Data,Low,In Progress,2025-06-24,2025-07-05,13,,feedback,11,6,Tuesday,1
509,Create marketing landing page,Frank,Mobile,Medium,Completed,2025-06-17,2025-06-28,4,3.0,"design, dashboard",11,6,Tuesday,0
510,Improve page load performance,Carol,Frontend,High,Pending,2025-08-22,2025-08-26,12,,testing,4,8,Friday,1
511,Implement user authentication API,Bob,DevOps,Medium,Pending,2025-06-04,2025-06-23,4,,db,19,6,Wednesday,1
512,Create dashboard UI,Alice,Data,Medium,In Progress,2025-06-22,2025-06-27,5,,api,5,6,Sunday,1
513,Update mobile app UI,Frank,UI/UX,High,Completed,2025-08-12,2025-08-24,4,3.0,"frontend, design, payment",12,8,Tuesday,0
514,Optimize database queries,David,Frontend,High,In Progress,2025-07-30,2025-08-14,11,,payment,15,7,Wednesday,1
515,Implement search functionality,Grace,UI/UX,Medium,In Progress,2025-05-28,2025-06-15,16,,"payment, integration",18,5,Wednesday,1
516,Implement user authentication API,Bob,UI/UX,Medium,Pending,2025-08-29,2025-09-10,9,,"design, frontend",12,8,Friday,1
517,Update mobile app UI,Bob,Frontend,Medium,Completed,2025-08-12,2025-08-24,10,2.0,deployment,12,8,Tuesday,0
518,Integrate payment gateway,Alice,Frontend,Medium,Pending,2025-05-24,2025-06-14,12,,"optimization, frontend",21,5,Saturday,1
519,Setup CI/CD pipeline,David,QA,Medium,Pending,2025-09-19,2025-09-25,14,,"feedback, optimization",6,9,Friday,1
520,Prepare deployment scripts,Grace,Data,High,Completed,2025-10-06,2025-10-20,6,6.0,"db, frontend",14,10,Monday,0
521,Analyze user activity data,Frank,DevOps,Low,Pending,2025-10-02,2025-10-23,3,,backend,21,10,Thursday,1
522,Develop notification system,Grace,QA,Medium,In Progress,2025-05-13,2025-05-26,6,,"api, design",13,5,Tuesday,1
523,Optimize database queries,Carol,QA,Medium,In Progress,2025-09-01,2025-09-13,11,,"backend, feedback, deployment",12,9,Monday,1
524,Analyze user activity data,Eve,Frontend,Low,Completed,2025-07-01,2025-07-16,1,1.0,"optimization, payment",15,7,Tuesday,0
525,Implement search functionality,Eve,Frontend,Medium,Pending,2025-06-22,2025-07-07,15,,alert,15,6,Sunday,1
526,Develop notification system,Bob,QA,Medium,Pending,2025-07-01,2025-07-16,7,,feedback,15,7,Tuesday,1
527,Collect user feedback,Grace,Frontend,Medium,In Progress,2025-05-21,2025-06-05,7,,"api, feedback, alert",15,5,Wednesday,1
528,Analyze user activity data,Hannah,UI/UX,Medium,Pending,2025-06-07,2025-06-18,16,,"db, testing, deployment",11,6,Saturday,1
529,Conduct code review,Alice,QA,High,Pending,2025-09-05,2025-09-17,12,,"db, dashboard",12,9,Friday,1
530,Develop notification system,Carol,Mobile,Medium,Pending,2025-06-16,2025-06-21,4,,"alert, design",5,6,Monday,1
531,Setup project database,Grace,QA,Medium,Pending,2025-08-19,2025-09-01,3,,"design, integration",13,8,Tuesday,1
532,Improve page load performance,Carol,UI/UX,High,In Progress,2025-08-30,2025-09-11,9,,"backend, dashboard, alert",12,8,Saturday,1
533,Prepare deployment scripts,Hannah,DevOps,High,Completed,2025-06-18,2025-07-05,10,5.0,"testing, dashboard",17,6,Wednesday,0
534,Create dashboard UI,Alice,QA,High,Pending,2025-05-15,2025-05-24,15,,alert,9,5,Thursday,1
535,Enhance security for API,Carol,Backend,High,Pending,2025-09-30,2025-10-06,15,,testing,6,9,Tuesday,1
536,Implement search functionality,Frank,Mobile,Medium,In Progress,2025-07-02,2025-07-05,3,,db,3,7,Wednesday,1
537,Update mobile app UI,Alice,Mobile,Medium,Pending,2025-06-25,2025-07-14,10,,db,19,6,Wednesday,1
538,Implement search functionality,Alice,Frontend,Medium,Completed,2025-10-11,2025-10-20,11,5.0,"dashboard, db",9,10,Saturday,0
539,Write unit tests for backend,Bob,Data,Medium,Completed,2025-08-27,2025-09-14,10,7.0,backend,18,8,Wednesday,0
540,Create marketing landing page,Alice,QA,High,Completed,2025-07-10,2025-07-31,16,10.0,"design, db",21,7,Thursday,0
541,Setup project database,Bob,UI/UX,High,In Progress,2025-07-17,2025-08-07,16,,"optimization, frontend, backend",21,7,Thursday,1
542,Improve page load performance,Hannah,Data,High,Pending,2025-08-28,2025-09-18,1,,api,21,8,Thursday,1
543,Create marketing landing page,Alice,DevOps,Medium,In Progress,2025-06-25,2025-07-03,7,,backend,8,6,Wednesday,1
544,Conduct code review,David,Mobile,Low,In Progress,2025-06-12,2025-06-23,6,,"feedback, deployment",11,6,Thursday,1
545,Prepare deployment scripts,Hannah,DevOps,High,In Progress,2025-05-02,2025-05-06,12,,integration,4,5,Friday,1
546,Improve page load performance,Carol,QA,Medium,In Progress,2025-07-12,2025-07-21,3,,"frontend, testing",9,7,Saturday,1
547,Deploy application to staging,David,DevOps,Low,Pending,2025-09-03,2025-09-16,9,,testing,13,9,Wednesday,1
548,Setup project database,Grace,Frontend,Medium,Pending,2025-08-10,2025-08-14,13,,"frontend, optimization, payment",4,8,Sunday,1
549,Create marketing landing page,Hannah,Data,Medium,Pending,2025-06-26,2025-07-04,7,,"testing, dashboard, setup",8,6,Thursday,1
550,Analyze user activity data,Frank,UI/UX,High,Completed,2025-10-06,2025-10-25,12,4.0,"api, dashboard",19,10,Monday,0
551,Deploy application to staging,Frank,DevOps,Low,Pending,2025-06-22,2025-07-01,16,,"integration, optimization",9,6,Sunday,1
552,Setup CI/CD pipeline,Bob,Frontend,Low,Completed,2025-07-01,2025-07-13,10,3.0,"backend, payment, alert",12,7,Tuesday,0
553,Design login page,Alice,Data,Medium,Pending,2025-06-08,2025-06-11,11,,"payment, backend",3,6,Sunday,1
554,Implement user authentication API,David,QA,Low,Pending,2025-05-13,2025-05-19,2,,"optimization, api",6,5,Tuesday,1
555,Fix bug in login module,Carol,Data,Medium,Completed,2025-09-25,2025-10-04,14,11.0,"backend, api",9,9,Thursday,0
556,Implement search functionality,Bob,QA,High,Pending,2025-06-13,2025-06-18,9,,dashboard,5,6,Friday,1
557,Fix bug in login module,Hannah,Frontend,Low,In Progress,2025-05-02,2025-05-04,8,,"integration, db",2,5,Friday,1
558,Improve page load performance,Hannah,Mobile,High,In Progress,2025-09-21,2025-10-12,8,,optimization,21,9,Sunday,1
559,Update mobile app UI,Grace,UI/UX,Low,In Progress,2025-05-21,2025-05-24,8,,"testing, feedback, optimization",3,5,Wednesday,1
560,Design login page,Alice,QA,Medium,Pending,2025-10-10,2025-10-21,4,,"api, optimization, frontend",11,10,Friday,1
561,Setup project database,Eve,UI/UX,High,In Progress,2025-05-14,2025-05-20,16,,"alert, frontend",6,5,Wednesday,1
562,Create dashboard UI,Frank,QA,Medium,Pending,2025-06-19,2025-06-21,10,,"dashboard, setup",2,6,Thursday,1
563,Analyze user activity data,Carol,DevOps,Medium,In Progress,2025-08-02,2025-08-19,16,,"optimization, design",17,8,Saturday,1
564,Update mobile app UI,Grace,UI/UX,Low,Pending,2025-08-22,2025-09-10,6,,"frontend, db, optimization",19,8,Friday,1
565,Create dashboard UI,Eve,Mobile,Low,In Progress,2025-08-23,2025-08-26,3,,"alert, backend, testing",3,8,Saturday,1
566,Improve page load performance,Hannah,UI/UX,Medium,Pending,2025-05-20,2025-06-06,10,,setup,17,5,Tuesday,1
567,Analyze user activity data,Eve,Data,Medium,In Progress,2025-04-24,2025-04-28,4,,frontend,4,4,Thursday,1
568,Develop notification system,Grace,Backend,High,In Progress,2025-08-10,2025-08-21,16,,"design, integration",11,8,Sunday,1
569,Create marketing landing page,David,Frontend,Medium,In Progress,2025-06-16,2025-06-18,8,,"backend, design, optimization",2,6,Monday,1
570,Deploy application to staging,David,Data,Low,Pending,2025-06-24,2025-06-25,4,,"feedback, setup, backend",1,6,Tuesday,1
571,Write unit tests for backend,Alice,DevOps,Medium,Pending,2025-05-28,2025-06-13,5,,"db, api, frontend",16,5,Wednesday,1
572,Setup CI/CD pipeline,Hannah,Backend,High,Pending,2025-08-18,2025-08-26,14,,"deployment, setup, frontend",8,8,Monday,1
573,Deploy application to staging,Eve,DevOps,Medium,Pending,2025-07-12,2025-07-14,12,,db,2,7,Saturday,1
574,Conduct code review,Frank,UI/UX,Medium,Pending,2025-07-18,2025-08-05,2,,"integration, testing",18,7,Friday,1
575,Update mobile app UI,Bob,Frontend,Medium,In Progress,2025-04-25,2025-05-16,5,,"dashboard, api, optimization",21,4,Friday,1
576,Write unit tests for backend,Eve,Data,Medium,Pending,2025-05-21,2025-06-05,3,,payment,15,5,Wednesday,1
577,Implement user authentication API,Carol,Backend,High,Pending,2025-07-19,2025-07-24,11,,"design, optimization",5,7,Saturday,1
578,Improve page load performance,Eve,Mobile,High,Pending,2025-09-02,2025-09-12,10,,optimization,10,9,Tuesday,1
579,Update mobile app UI,Hannah,Frontend,Medium,In Progress,2025-07-16,2025-08-01,8,,"feedback, alert, setup",16,7,Wednesday,1
580,Deploy application to staging,Grace,QA,Low,Pending,2025-09-06,2025-09-25,5,,"feedback, dashboard",19,9,Saturday,1
581,Fix bug in login module,Bob,Mobile,Medium,In Progress,2025-10-09,2025-10-25,16,,feedback,16,10,Thursday,1
582,Implement user authentication API,Carol,UI/UX,Low,In Progress,2025-08-06,2025-08-16,5,,"feedback, payment, frontend",10,8,Wednesday,1
583,Design login page,Carol,Backend,Medium,In Progress,2025-10-11,2025-10-30,11,,api,19,10,Saturday,1
584,Fix bug in login module,Eve,UI/UX,High,Pending,2025-10-12,2025-10-18,16,,"integration, backend, frontend",6,10,Sunday,1
585,Conduct code review,Frank,QA,High,In Progress,2025-04-24,2025-05-12,12,,"api, payment, testing",18,4,Thursday,1
586,Deploy application to staging,Alice,Backend,Medium,In Progress,2025-09-07,2025-09-17,2,,"dashboard, backend, feedback",10,9,Sunday,1
587,Create marketing landing page,Hannah,Data,Medium,In Progress,2025-08-11,2025-08-26,12,,optimization,15,8,Monday,1
588,Implement user authentication API,Grace,Mobile,Medium,Pending,2025-04-16,2025-04-23,12,,"setup, backend",7,4,Wednesday,1
589,Integrate payment gateway,Eve,Data,Low,In Progress,2025-06-21,2025-07-05,8,,"backend, feedback",14,6,Saturday,1
590,Collect user feedback,Frank,QA,Low,In Progress,2025-07-06,2025-07-09,14,,"testing, dashboard, alert",3,7,Sunday,1
591,Update mobile app UI,Frank,Data,Medium,Pending,2025-05-27,2025-05-29,16,,"api, db, integration",2,5,Tuesday,1
592,Write unit tests for backend,Grace,Mobile,Low,Completed,2025-04-25,2025-05-04,2,1.0,"deployment, alert",9,4,Friday,0
593,Collect user feedback,Alice,DevOps,Medium,In Progress,2025-07-31,2025-08-20,12,,"testing, dashboard, integration",20,7,Thursday,1
594,Fix bug in login module,Grace,Data,Medium,In Progress,2025-09-16,2025-09-17,13,,"optimization, design, db",1,9,Tuesday,1
595,Create dashboard UI,Frank,Backend,High,In Progress,2025-10-06,2025-10-23,1,,"api, alert, optimization",17,10,Monday,1
596,Improve page load performance,David,Frontend,Medium,Pending,2025-09-22,2025-10-02,5,,"backend, integration, deployment",10,9,Monday,1
597,Setup project database,Frank,Backend,Medium,Pending,2025-05-10,2025-05-22,15,,backend,12,5,Saturday,1
598,Fix bug in login module,David,Data,Medium,Pending,2025-04-20,2025-04-29,8,,dashboard,9,4,Sunday,1
599,Enhance security for API,Carol,UI/UX,Medium,In Progress,2025-10-07,2025-10-13,6,,"payment, frontend",6,10,Tuesday,1
600,Deploy application to staging,Carol,Backend,Medium,In Progress,2025-08-25,2025-08-26,7,,"payment, design, optimization",1,8,Monday,1
601,Write unit tests for backend,Carol,Frontend,High,Completed,2025-08-16,2025-09-04,2,1.0,"integration, backend, setup",19,8,Saturday,0
602,Create marketing landing page,Hannah,Frontend,Medium,Pending,2025-04-22,2025-04-25,12,,"api, feedback",3,4,Tuesday,1
603,Create marketing landing page,Eve,QA,Medium,In Progress,2025-06-13,2025-06-27,13,,integration,14,6,Friday,1
604,Develop notification system,Bob,DevOps,Medium,Pending,2025-10-11,2025-10-26,15,,"integration, design",15,10,Saturday,1
605,Analyze user activity data,Grace,QA,Medium,Pending,2025-08-01,2025-08-05,6,,"setup, payment",4,8,Friday,1
606,Create dashboard UI,Bob,Data,Medium,Completed,2025-07-08,2025-07-24,1,1.0,"api, testing, alert",16,7,Tuesday,0
607,Integrate payment gateway,Bob,UI/UX,Low,In Progress,2025-07-13,2025-08-01,13,,"db, backend",19,7,Sunday,1
608,Prepare deployment scripts,David,Data,Medium,Completed,2025-09-24,2025-10-02,16,12.0,"payment, feedback",8,9,Wednesday,0
609,Design login page,Hannah,Backend,Medium,In Progress,2025-06-27,2025-07-17,6,,"api, db",20,6,Friday,1
610,Create dashboard UI,Frank,DevOps,Low,Completed,2025-08-22,2025-09-04,10,1.0,backend,13,8,Friday,0
611,Improve page load performance,Bob,Mobile,High,Pending,2025-09-14,2025-09-28,15,,deployment,14,9,Sunday,1
